id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
55412,,1999,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"BBC Monitoring South Asia (31 August 1999):  ""Pakistan army prevents Indian capture of border post.""
Associated Press (1 September 1999):  ""India: 22 killed as Pakistani soldiers try to capture posts"".
Asian Age (3 September 1999):  ""Army covers up Turtuk failure"".
Reuters (3 September 1999):  ""Pakistan says freeing two Indian soldiers."".",,,,,2,Turtuk village,Durga in Turtuk Sector in Haneef (uddin) Sub-Sector.,Jammu and Kashmir State,Ladakh district,34.663333,76.915985,POINT (76.915985 34.663333),179794,India,750,Asia,1,1,08/29/1999 00:00:00,08/29/1999 00:00:00,23,3,0,0,26,28,6,
55495,,2003,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Xinhua News Agency,2003-04-07,2 Pakistanis killed in border fire exchange with India.""",Xinhua News Agency,2003-04-07,2 Pakistanis killed in border fire exchange with India.,,5,LoC,"Dharay village, Pakistani Kashmir",Azad Jammu & Kashmir,,32.565000,74.673000,POINT (74.673000 32.565000),176910,Pakistan,770,Asia,1,1,04/07/2003 00:00:00,04/07/2003 00:00:00,0,0,2,0,2,2,2,
55497,,2003,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Agence France-Presse,2003-04-10,Four killed in Indian shelling of Pakistani Kashmir: Pakistani officials""",Agence France-Presse,2003-04-10,Four killed in Indian shelling of Pakistani Kashmir: Pakistani officials,Pakistani officials,2,Nakyal village,"Rataila Tarkundi village, Nakyal sector in the southern Kotli district of Pakistani Kashmir",Azad Jammu & Kashmir,Kotli District,33.477313,74.094652,POINT (74.094652 33.477313),177629,Pakistan,770,Asia,1,2,04/09/2003 00:00:00,04/10/2003 00:00:00,0,0,2,0,2,2,2,
55518,,2003,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Organisation of Asia-Pacific News Agencies,2003-08-21,BSF JAWAN AMONG THREE KILLED IN PAK SHELLING.""",Organisation of Asia-Pacific News Agencies,2003-08-21,BSF JAWAN AMONG THREE KILLED IN PAK SHELLING.,,2,Dras town,"KURATYAL VILLAGE, DRASS SUB SECTOR OF KARGIL IN FRONTIER REGION OF LADAKH, India",Jammu and Kashmir State,Kargil district,34.414058,75.739524,POINT (75.739524 34.414058),179072,India,750,Asia,1,1,08/21/2003 00:00:00,08/21/2003 00:00:00,0,0,2,0,2,2,2,
55526,,2002,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"BBC M SA 23/5 ""Pakistani radio reports five killed in Kashmir along Line of Control",,,,Radio Pakistan,2,Rawalakot town,"Dhar Bazaar, Rawala Kot",Azad Jammu & Kashmir,Poonch District,33.857816,73.760426,POINT (73.760426 33.857816),178348,Pakistan,770,Asia,2,1,05/23/2002 00:00:00,05/23/2002 00:00:00,0,3,0,0,3,3,3,
55527,,2002,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"R 3/6 ""Pakistan says 35 Indian troops killed, wounded",,,,Military Officials,5,LoC,Line of Control,,,32.565000,74.676000,POINT (74.676000 32.565000),176910,India,750,Asia,1,1,06/03/2002 00:00:00,06/03/2002 00:00:00,0,0,0,0,0,1,0,
55531,,2002,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"PTI 19/6 ""BSF Asst Commandent killed in firing by Pakistani rangers",,,,Border Security Force sources,2,Ganganagar town,"Ganganagar, Rajasthan",Rajasthan State,Ganganagar district,29.927690,73.895423,POINT (73.895423 29.927690),172588,India,750,Asia,1,1,06/18/2002 00:00:00,06/18/2002 00:00:00,1,0,0,0,1,1,1,
55533,,2002,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"AFP 22/6 ""Pakistan claims soldier tortured, killed by Indian troops [Corrected 06/22/02]",,,,Military spokesman,1,Fort Abbas town,Fort Abbas,Punjab Province,Bahawalnagar District,29.192500,72.853611,POINT (72.853611 29.192500),171866,Pakistan,770,Asia,1,1,06/19/2002 00:00:00,06/19/2002 00:00:00,1,0,0,0,1,2,1,
55549,,2002,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"AP 4/10 ""Villager killed in overnight shooting between Pakistani, Indian troops",,,,Government Official,1,Mirpur town,"Mirpur village, Bhimber",Azad Jammu & Kashmir,Mirpur District,33.141757,73.767357,POINT (73.767357 33.141757),177628,Pakistan,770,Asia,1,1,10/04/2002 00:00:00,10/04/2002 00:00:00,0,0,1,0,1,1,1,
55553,,2003,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Reuters News,2003-10-09,Pakistan firing kills 2 Indian soldiers in Kashmir.""",Reuters News,2003-10-09,Pakistan firing kills 2 Indian soldiers in Kashmir.,,3,Poonch district,Poonch district. India,Jammu and Kashmir State,Poonch district,33.770000,74.100000,POINT (74.100000 33.770000),178349,India,750,Asia,1,1,10/08/2003 00:00:00,10/08/2003 00:00:00,2,0,0,0,2,2,2,
56227,,2012,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"BBC M SA 20/8 2012 ""India, Pakistan forces exchange fire at Kashmir border",,,,PTI (Indian news agency),2,Akhnoor town,Akhnoor,Jammu and Kashmir State,Jammu District,32.880953,74.699188,POINT (74.699188 32.880953),176910,India,750,Asia,1,1,08/20/2012 00:00:00,08/20/2012 00:00:00,0,0,0,1,1,1,1,
56345,,2008,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,AP 19/5,,,,,4,Jammu and Kashmir State,Kashmir,Jammu and Kashmir State,,33.916670,76.666670,POINT (76.666670 33.916670),178354,India,750,Asia,1,1,05/19/2008 00:00:00,05/19/2008 00:00:00,1,0,0,0,1,1,1,
56485,,2008,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"AP 28/7, AP 29/7",,,,Indian spokesman,3,Kupwara district,"Kupwara area, Kashmir",Jammu and Kashmir State,Kupwara district,34.372601,74.167293,POINT (74.167293 34.372601),179069,India,750,Asia,1,1,07/28/2008 00:00:00,07/28/2008 00:00:00,0,0,0,0,0,3,0,
56703,,2008,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,AP 22/9 2008,,,,Pakistani Army spokesman,5,LoC,India-Pakistan border,,,32.565000,74.676000,POINT (74.676000 32.565000),176910,India,750,Asia,1,1,09/22/2008 00:00:00,09/22/2008 00:00:00,0,0,0,0,0,1,0,
56917,,1999,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"Singh, Amarinder.  ""A Ridge Too Far:  War in the Kargil Heights 1999"".",,,,,1,Pt 4700,Pt 4700,Jammu and Kashmir State,Kargil district,34.497778,75.466944,POINT (75.466944 34.497778),179071,India,750,Asia,1,1,06/30/1999 00:00:00,06/30/1999 00:00:00,1,0,0,0,1,1,1,
56920,,2002,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"R 30/5 ""Pakistan closes Kashmir schools after shelling",,,,Kashmir Authorities,5,LoC,Line of Control,,,32.565000,74.676000,POINT (74.676000 32.565000),176910,India,750,Asia,2,4,05/14/2002 00:00:00,05/30/2002 00:00:00,0,0,0,0,0,16,0,
56921,,2003,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Reuters News,2003-01-05,UPDATE 1-One Indian soldier killed, 40 wounded in Kashmir.""",Reuters News,2003-01-05,"UPDATE 1-One Indian soldier killed, 40 wounded in Kashmir.",,3,Kupwara district,Kupwara sector,Jammu and Kashmir State,Kupwara district,34.372601,74.167293,POINT (74.167293 34.372601),179069,India,750,Asia,1,2,01/04/2003 00:00:00,01/05/2003 00:00:00,9,0,0,0,9,9,9,
56922,,2003,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,2,"""Agence France-Presse,2003-04-13,Indian shelling kills one in Pakistani Kashmir"";""Xinhua News Agency,2003-04-13,one Pakistani civilian killed, one injured in border fire exchange with India.""",Agence France-Presse;Xinhua News Agency,2003-04-13;2003-04-13,"Indian shelling kills one in Pakistani Kashmir;one Pakistani civilian killed, one injured in border fire exchange with India.",,1,Battal Town,"Batal village in Hajira sector, Pakistan",Azad Jammu & Kashmir,Poonch District,33.686000,73.979000,POINT (73.979000 33.686000),178348,Pakistan,770,Asia,1,1,04/12/2003 00:00:00,04/12/2003 00:00:00,0,0,0,1,1,1,1,
56923,,2003,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,2,"""Pakistan Press International Information Services,2003-08-22,Killing (Five killed in Nakiyal Sector)."";""Agence France Presse,2003-08-22,Five killed, six wounded in Indian shelling of Pakistani Kashmir.""",Pakistan Press International Information Services;Agence France Presse,2003-08-22;2003-08-22,"Killing (Five killed in Nakiyal Sector).;Five killed, six wounded in Indian shelling of Pakistani Kashmir.",,1,Nara village,"Nara village, Nakyal sector in the southern Kotli district of Pakistani Kashmir",Azad Jammu & Kashmir,Kotli District,33.527778,74.138889,POINT (74.138889 33.527778),178349,Pakistan,770,Asia,1,1,08/22/2003 00:00:00,08/22/2003 00:00:00,0,0,1,0,1,1,1,
56924,,2003,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Dow Jones International News,2003-10-09,Indian Soldier Killed In Shelling With Pakistan - Police""",Dow Jones International News,2003-10-09,Indian Soldier Killed In Shelling With Pakistan - Police,,2,Kargil town,near Kargil town,Jammu and Kashmir State,Kargil district,34.525291,76.045486,POINT (76.045486 34.525291),179793,India,750,Asia,1,1,10/09/2003 00:00:00,10/09/2003 00:00:00,1,0,0,0,1,1,1,
57043,,2012,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"AFP 16/10 2012 ""India says Pakistan border shelling kills three",,,,Government statement,1,Churanda village,Churunda,Jammu and Kashmir State,Baramulla District,33.998979,74.055393,POINT (74.055393 33.998979),178349,India,750,Asia,1,1,10/16/2012 00:00:00,10/16/2012 00:00:00,0,0,3,0,3,3,3,
58046,,2010,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"(1) Army: Pakistani killed by fire from Indian Kashmir
23 May 2010
Associated Press Newswires

(2) Indian soldier hurt in Pakistani firing across Kashmir cease-fire line - paper
24 May 2010
BBC Monitoring",,,,,1,Rawalakot town,Rawla Kot,Azad Jammu & Kashmir,Poonch District,33.857816,73.760426,POINT (73.760426 33.857816),178348,Pakistan,770,Asia,1,2,05/23/2010 00:00:00,05/24/2010 00:00:00,0,1,0,0,1,1,1,
58068,,2010,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"(1) 1 Indian soldier killed in firing in Kashmir
6 July 2010
Associated Press Newswires

(2) UPDATE 2-Two die in gunfire at India-Pakistan border
7 July 2010
Reuters News

(3) Indian border troops in Kashmir on high alert to foil infiltration bid
8 July 2",,,,Indian official,2,Akhnoor town,"near the village of Akhnoor, 200 miles (325 kilometers) south of Srinagar",Jammu and Kashmir State,Jammu district,32.880953,74.699188,POINT (74.699188 32.880953),176910,India,750,Asia,1,1,07/06/2010 00:00:00,07/06/2010 00:00:00,2,0,1,0,3,3,3,
58097,,2010,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"India accuses Pakistan of violating a cease-fire after 1 Indian soldier is killed in Kashmir
25 October 2010
Associated Press Newswires",,,,Army spokesman Lt. Col. Biplab Nath,3,Poonch district,"Poonch sector, 110 miles (180 kilometers) southwest of Srinagar",Jammu and Kashmir State,Poonch district,33.770000,74.100000,POINT (74.100000 33.770000),178349,India,750,Asia,1,1,10/24/2010 00:00:00,10/24/2010 00:00:00,1,0,0,0,1,1,1,
58475,,2011,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"UPDATE 1-India, Pakistan exchange border fire after soldier killed
15 May 2011
Reuters News",,,,,3,Jammu district,border post 30 km (18 miles) from Jammu,Jammu and Kashmir State,Jammu district,32.750000,74.833330,POINT (74.833330 32.750000),176910,India,750,Asia,1,1,05/14/2011 00:00:00,05/14/2011 00:00:00,1,0,0,0,1,1,1,
58794,,2011,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"Pakistan says 3 troops killed by Indian soldiers
1 September 2011
Reuters News",,,,,5,LoC,LoC,,,32.565000,74.676000,POINT (74.676000 32.565000),176910,India,750,Asia,1,2,08/30/2011 00:00:00,08/31/2011 00:00:00,0,3,0,0,3,3,3,
59216,,1990,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,R 13/4 1990,,,,United News of India,5,LoC,Kashmir no-man's-land,,,32.565000,74.676000,POINT (74.676000 32.565000),176910,India,750,Asia,1,1,04/13/1990 00:00:00,04/13/1990 00:00:00,5,1,0,0,6,6,6,
59218,,1990,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"R 21/4 1990, 22/4 1990",,,,Press Trust of India,3,Poonch district,Baglairdara,Jammu and Kashmir State,Poonch district,33.770000,74.100000,POINT (74.100000 33.770000),178349,India,750,Asia,1,1,04/21/1990 00:00:00,04/21/1990 00:00:00,0,0,0,0,0,4,0,
59247,,1990,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,R 6/5 1990,,,,Indian officials,5,LoC,Kashmir no-man's-land,,,32.565000,74.676000,POINT (74.676000 32.565000),176910,India,750,Asia,1,1,05/06/1990 00:00:00,05/06/1990 00:00:00,0,0,0,0,0,2,0,
59413,,1990,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"R 14/5 1990, 15/5 1990",,,,Press Trust of India,3,Poonch District,Punsch,Azad Jammu & Kashmir,Poonch District,33.816906,73.825201,POINT (73.825201 33.816906),178348,Pakistan,770,Asia,1,1,05/14/1990 00:00:00,05/14/1990 00:00:00,0,0,0,0,0,5,0,
59506,,1991,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"R 18/5 1991, The Independent 6/6 1991 ""Kashmiris flee as summer brings war with Indian troops on border",,,,Pakistani newspapers,4,Jammu and Kashmir State,Kashmir,Jammu and Kashmir State,,33.916670,76.666670,POINT (76.666670 33.916670),178354,India,750,Asia,2,5,06/05/1991 00:00:00,11/01/1991 00:00:00,0,0,0,0,0,90,0,
59509,,1999,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"Singh, Amarinder.  ""A Ridge Too Far:  War in the Kargil Heights 1999"".",,,,,1,Pt 4875,Pt 4875,Jammu and Kashmir State,Kargil district,34.457500,75.629722,POINT (75.629722 34.457500),179072,India,750,Asia,1,1,06/06/1999 00:00:00,06/06/1999 00:00:00,0,2,0,0,2,2,2,
59510,,1999,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"Singh, Amarinder.  ""A Ridge Too Far:  War in the Kargil Heights 1999"".",,,,,2,Jubar Top,Jubar Top (Pt 4924),Jammu and Kashmir State,Kargil district,34.720000,76.410000,POINT (76.410000 34.720000),179793,India,750,Asia,1,1,06/30/1999 00:00:00,06/30/1999 00:00:00,2,0,0,0,2,2,2,
59524,,1999,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"Singh, Amarinder.  ""A Ridge Too Far:  War in the Kargil Heights 1999"".",,,,,1,Matayan village,Matayin town,Jammu and Kashmir State,Kargil district,34.358478,75.625633,POINT (75.625633 34.358478),179072,India,750,Asia,1,1,07/24/1999 00:00:00,07/24/1999 00:00:00,1,0,0,0,1,1,1,
59537,,2003,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,3,"""Associated Press Newswires,2003-01-08,Report: Man killed, two wounded in shelling between Pakistani, Indian troops in Kashmir"";""Agence France-Presse,2003-01-08,One killed two wounded Indian shelling in Pakistani Kashmir"";""Reuters News,2003-01-08,Kashmir chief calls for peace, clashes kill eight.""",Associated Press Newswires;Agence France-Presse;Reuters News,2003-01-08;2003-01-08;2003-01-08,"Report: Man killed, two wounded in shelling between Pakistani, Indian troops in Kashmir;One killed two wounded Indian shelling in Pakistani Kashmir;Kashmir chief calls for peace, clashes kill eight.",,2,Karnah sector,"Karnah (India), opposite Neelum valley, about 100 kilometers (60 miles) north of Muzaffarabad, the capital of Pakistani Kashmir",Jammu and Kashmir State,Kupwara district,34.328883,73.657569,POINT (73.657569 34.328883),179068,India,750,Asia,1,1,01/08/2003 00:00:00,01/08/2003 00:00:00,0,0,0,0,0,7,0,
