id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
235813,,2016,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP timeline Jammu Kashmir,2016-10-27,October 27""",SATP timeline Jammu Kashmir,2016-10-27,October 27,,4,Jammu and Kashmir State,R S Pura and Arnia sectors,Jammu and Kashmir State,,33.851450,76.157153,POINT (76.157153 33.851450),178353,India,750,Asia,1,1,10/26/2016 00:00:00,10/26/2016 00:00:00,0,1,0,0,1,1,1,
235886,,2016,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP timeline Jammu Kashmir 2016,2016-10-28,October 28""",SATP timeline Jammu Kashmir 2016,2016-10-28,October 28,a senior BSF officer,3,Rajouri District,"Arnia and R S Pura sectors

two locations given for one death, aggregated up. ",Jammu and Kashmir State,Rajouri District,33.250000,74.250000,POINT (74.250000 33.250000),177629,India,750,Asia,1,1,10/28/2016 00:00:00,10/28/2016 00:00:00,0,1,0,0,1,1,1,
235887,,2016,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP timeline Jammu Kashmir 2016,2016-10-28,October 28""",SATP timeline Jammu Kashmir 2016,2016-10-28,October 28,,1,Bala Kote village,LoC in Balakote,Jammu and Kashmir State,Poonch District,33.494364,74.131355,POINT (74.131355 33.494364),177629,India,750,Asia,1,1,10/28/2016 00:00:00,10/28/2016 00:00:00,0,0,1,0,1,1,1,
235888,,2016,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP timeline Jammu Kashmir 2016,2016-10-28,October 28""",SATP timeline Jammu Kashmir 2016,2016-10-28,October 28,,1,Khour town,Pakistan shelling at the LoC in Balakote and Khour sectors of Poonch and Jammu Districts respectively.,Jammu and Kashmir State,Jammu District,32.790477,74.457927,POINT (74.457927 32.790477),176909,India,750,Asia,1,1,10/28/2016 00:00:00,10/28/2016 00:00:00,0,0,1,0,1,1,1,
235891,,2016,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP timeline Jammu Kashmir 2016,2016-10-28,October 28""",SATP timeline Jammu Kashmir 2016,2016-10-28,October 28,,4,Jammu and Kashmir State,Kanachak sector,Jammu and Kashmir State,,33.851450,76.157153,POINT (76.157153 33.851450),178353,India,750,Asia,1,1,10/28/2016 00:00:00,10/28/2016 00:00:00,0,0,1,0,1,1,1,
235912,,2016,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP timeline Jammu Kashmir 2016,2016-10-29,October 29""",SATP timeline Jammu Kashmir 2016,2016-10-29,October 29,,3,Kupwara District,Macchil sector of Kupwara District along the LoC.,Jammu and Kashmir State,Kupwara District,34.372601,74.167293,POINT (74.167293 34.372601),179069,India,750,Asia,1,1,10/29/2016 00:00:00,10/29/2016 00:00:00,1,0,0,0,1,1,1,
235913,,2016,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP timeline Jammu Kashmir 2016,2016-10-31,October 31""",SATP timeline Jammu Kashmir 2016,2016-10-31,October 31,,3,Rajouri District,Army trooper Rifleman Biman Tamang was killed while manning forward post in Manjakote sector of Rajouri District.,Jammu and Kashmir State,Rajouri District,33.250000,74.250000,POINT (74.250000 33.250000),177629,India,750,Asia,1,1,10/31/2016 00:00:00,10/31/2016 00:00:00,1,0,0,0,1,1,1,
235914,,2016,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,,,,,,3,Poonch District,inside their house at village Golhad in Mendhar sector of Poonch District.,Jammu and Kashmir State,Poonch District,33.770000,74.100000,POINT (74.100000 33.770000),178349,India,750,Asia,1,1,10/31/2016 00:00:00,10/31/2016 00:00:00,0,0,1,0,1,1,1,
235916,,2016,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP timeline Jammu and Kashmir,2016-11-01,November 1 """,SATP timeline Jammu and Kashmir,2016-11-01,November 1 ,,2,Ramgarh town,Ramgarh sector,Jammu and Kashmir State,Samba District,32.483006,74.933418,POINT (74.933418 32.483006),176190,India,750,Asia,1,1,11/01/2016 00:00:00,11/01/2016 00:00:00,0,0,6,0,6,6,6,
235918,,2016,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP timeline Jammu and Kashmir,2016-11-01,November 1 """,SATP timeline Jammu and Kashmir,2016-11-01,November 1 ,,3,Rajouri District,Naika Panjgrain in Manjakote sector of Rajouri District.,Jammu and Kashmir State,Rajouri District,33.250000,74.250000,POINT (74.250000 33.250000),177629,India,750,Asia,1,1,11/01/2016 00:00:00,11/01/2016 00:00:00,0,0,2,0,2,2,2,
235920,,2016,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP timeline Jammu and Kashmir,2016-11-01,November 1 """,SATP timeline Jammu and Kashmir,2016-11-01,November 1 ,,3,Samba District,across Ramgarh and Arnia sectors on the IB,Jammu and Kashmir State,Samba District,32.575230,75.109290,POINT (75.109290 32.575230),176911,India,750,Asia,1,1,11/01/2016 00:00:00,11/01/2016 00:00:00,0,2,0,0,2,2,2,
235925,,2016,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP timeline Jammu and Kashmir,2016-11-06,November 6""",SATP timeline Jammu and Kashmir,2016-11-06,November 6,,2,Krishna Ghati sector, Krishna Ghati (KG) sector of Poonch District ,Jammu and Kashmir State,Poonch District,33.705260,74.060559,POINT (74.060559 33.705260),178349,India,750,Asia,1,1,11/06/2016 00:00:00,11/06/2016 00:00:00,2,0,0,0,2,2,2,
235935,,2016,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP timeline Jammu Kashmir,2016-11-08,November 8""",SATP timeline Jammu Kashmir,2016-11-08,November 8,,2,Nowshera village,Janghar in Nowshera sector of Rajouri District,Jammu and Kashmir State,Rajouri District,33.085396,74.234832,POINT (74.234832 33.085396),177629,India,750,Asia,1,1,11/08/2016 00:00:00,11/08/2016 00:00:00,2,0,0,0,2,2,2,
235937,,2016,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP timeline Jammu Kashmir,2016-11-10,November 10""",SATP timeline Jammu Kashmir,2016-11-10,November 10,,1,Machil sector, Macchil sector of Kupwara District. ,Jammu and Kashmir State,Kupwara District,34.692380,74.359250,POINT (74.359250 34.692380),179789,India,750,Asia,1,1,11/10/2016 00:00:00,11/10/2016 00:00:00,1,0,0,0,1,2,1,
235939,,2016,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP timeline Jammu Kashmir,2016-11-12,November 12""",SATP timeline Jammu Kashmir,2016-11-12,November 12,a Police official,1,Keran Sector,on the LoC in Keran sector in Kupwara District.,Jammu and Kashmir State,Kupwara District,34.666697,73.966538,POINT (73.966538 34.666697),179788,India,750,Asia,1,1,11/12/2016 00:00:00,11/12/2016 00:00:00,1,0,0,0,1,1,1,
236067,,2016,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,2,"""SATP Jammu Kashmir timeline,2016-11-13,November 13"";""Press Trust of India,2016-11-17,Pak claims killing 11 Indian soldiers at LoC""",SATP Jammu Kashmir timeline;Press Trust of India,2016-11-13;2016-11-17,November 13;Pak claims killing 11 Indian soldiers at LoC,"Pakistan’s ISPR confirmed the killing of seven Pakistani soldiers 
Pakistan Army Chief General Raheel Sharif ",2,Nowshera village," across the LoC in Nowshera sector of Rajouri District.

in Bhimber sector opposite Nowshera",Jammu and Kashmir State,Rajouri District,33.085396,74.234832,POINT (74.234832 33.085396),177629,India,750,Asia,1,1,11/13/2016 00:00:00,11/13/2016 00:00:00,0,7,0,0,7,18,7,
236080,,2016,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP Jammu Kashmir timeline,2016-11-23,November 23""",SATP Jammu Kashmir timeline,2016-11-23,November 23,,4,Jammu and Kashmir State,along the LoC at different places in PoK ,Jammu and Kashmir State,,33.851450,76.157153,POINT (76.157153 33.851450),178353,India,750,Asia,1,1,11/23/2016 00:00:00,11/23/2016 00:00:00,0,6,0,9,15,15,15,
236105,,2016,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP Jammu Kashmir timeline,2016-12-30,December 30""",SATP Jammu Kashmir timeline,2016-12-30,December 30,Official sources,2,Poonch Sector," Poonch sector of Poonch District,",Jammu and Kashmir State,Poonch District,33.774468,74.094086,POINT (74.094086 33.774468),178349,India,750,Asia,1,1,12/30/2016 00:00:00,12/30/2016 00:00:00,0,0,1,0,1,1,1,
236165,,2016,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,3,"""Press Trust of India,2016-10-16,(Rpt with an additional para after 4th para)"";""The Telegraph,2016-10-17,Border firing kills soldier"";""Press Trust of India,2016-10-17,Army giving befitting reply to ceasefire violations: Parrikar""",Press Trust of India;The Telegraph;Press Trust of India,2016-10-16;2016-10-17;2016-10-17,(Rpt with an additional para after 4th para);Border firing kills soldier;Army giving befitting reply to ceasefire violations: Parrikar,official ,3,Rajouri District,along the LoC in Rajouri district of Jammu and Kashmir.,Jammu and Kashmir State,Rajouri District,33.250000,74.250000,POINT (74.250000 33.250000),177629,India,750,Asia,1,1,10/16/2016 00:00:00,10/16/2016 00:00:00,1,0,0,0,1,1,1,
236167,,2016,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2016-10-24,BSF jawan, six-year-old boy killed in Pak firing in J-K""",Press Trust of India,2016-10-24,"BSF jawan, six-year-old boy killed in Pak firing in J-K",official sources,1,Laliyal village, Laliyal village in R S Pura,Jammu and Kashmir State,Jammu District,32.644219,74.727848,POINT (74.727848 32.644219),176910,India,750,Asia,1,1,10/24/2016 00:00:00,10/24/2016 00:00:00,1,0,1,0,2,2,2,
238272,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2017-05-26,Army foils attack by Pak's BAT, two militants killed""",Press Trust of India,2017-05-26,"Army foils attack by Pak's BAT, two militants killed",army,5,"LoC, near Uri town",Line of Control in Uri sector of Kashmir,Jammu and Kashmir State,Baramulla District,34.048211,73.902294,POINT (73.902294 34.048211),179068,India,750,Asia,1,1,05/26/2017 00:00:00,05/26/2017 00:00:00,0,0,0,2,2,2,2,
238274,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2017-05-28,Pakistan violates ceasefire, porter killed""",Press Trust of India,2017-05-28,"Pakistan violates ceasefire, porter killed",Indian army official,2,Keran Sector,Line of Control in Keran sector of Kashmir,Jammu and Kashmir State,Kupwara District,34.666697,73.966538,POINT (73.966538 34.666697),179788,India,750,Asia,1,1,05/28/2017 00:00:00,05/28/2017 00:00:00,1,0,0,0,1,1,1,
238276,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,3,"""Press Trust of India,2017-06-01,NEWSALERT-JK CEASEFIRE 2"";""Press Trust of India,2017-06-02,Civilian dead, BSF jawan among 4 injured in Pak shelling in JK"";""SATP,2017-11-12,Jammu and Kashmir Timeline - 2017""",Press Trust of India;Press Trust of India;SATP,2017-06-01;2017-06-02;2017-11-12,"NEWSALERT-JK CEASEFIRE 2;Civilian dead, BSF jawan among 4 injured in Pak shelling in JK;Jammu and Kashmir Timeline - 2017",Press Trust of India,5,LoC Poonch district,"J-K's Poonch district, border",Jammu and Kashmir State,Poonch District,33.750000,74.010000,POINT (74.010000 33.750000),178349,India,750,Asia,1,1,06/01/2017 00:00:00,06/01/2017 00:00:00,0,0,1,0,1,1,1,
238800,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2017-03-09,Jawan killed in ceasefire violation in Poonch""",Press Trust of India,2017-03-09,Jawan killed in ceasefire violation in Poonch,official sources,2,Gulpur village,"Gulpur area, Poonch sector",Jammu and Kashmir State,Poonch District,33.703605,74.081722,POINT (74.081722 33.703605),178349,India,750,Asia,1,1,03/09/2017 00:00:00,03/09/2017 00:00:00,1,0,0,0,1,1,1,
238929,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2017-05-01,Army JCO, BSF jawan killed as Pak fires rockets at BSF post""",Press Trust of India,2017-05-01,"Army JCO, BSF jawan killed as Pak fires rockets at BSF post",senior officer of the paramilitary force,2,Krishna Ghati sector,LoC in Krishnagati sector of Poonch district ,Jammu and Kashmir State,Poonch District,33.705260,74.060559,POINT (74.060559 33.705260),178349,India,750,Asia,1,1,05/01/2017 00:00:00,05/01/2017 00:00:00,2,0,0,0,2,2,2,
238945,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""The Telegraph,2017-05-21,Soldiers killed in Kashmir""",The Telegraph,2017-05-21,Soldiers killed in Kashmir,officials,5,LoC Poonch district,Poonch sector of Jammu,Jammu and Kashmir State,Poonch District,33.750000,74.010000,POINT (74.010000 33.750000),178349,India,750,Asia,2,3,05/15/2017 00:00:00,05/21/2017 00:00:00,0,0,3,0,3,3,3,
238954,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2017-05-27,Army mounts ops in Kashmir, 10 militants killed in 24 hours""",Press Trust of India,2017-05-27,"Army mounts ops in Kashmir, 10 militants killed in 24 hours",defence spokesman,5,"LoC, near Uri town",along the LoC in Uri sector,Jammu and Kashmir State,Baramulla District,34.048211,73.902294,POINT (73.902294 34.048211),179068,India,750,Asia,1,1,05/26/2017 00:00:00,05/26/2017 00:00:00,0,0,0,2,2,2,2,
239293,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2017-06-16,Army jawan killed in Pakistan firing in Rajouri""",Press Trust of India,2017-06-16,Army jawan killed in Pakistan firing in Rajouri,defence spokesman,5,"LoC, Nowshera Sector",Naoshera sector along the LoC in Rajouri district,Jammu and Kashmir State,Rajouri District,33.063846,74.215085,POINT (74.215085 33.063846),177629,India,750,Asia,1,1,06/16/2017 00:00:00,06/16/2017 00:00:00,1,0,0,0,1,1,1,
239318,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2017-06-22,Pak's BAT attack in J&K: 2 Indian soldiers & one attacker""",Press Trust of India,2017-06-22,Pak's BAT attack in J&K: 2 Indian soldiers & one attacker,army official,5,LoC Poonch district,LoC Poonch sector,Jammu and Kashmir State,Poonch District,33.750000,74.010000,POINT (74.010000 33.750000),178349,India,750,Asia,1,1,06/22/2017 00:00:00,06/22/2017 00:00:00,2,1,0,0,3,3,3,
239339,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2017-07-08,Couple killed, three daughters injured in Pak shelling""",Press Trust of India,2017-07-08,"Couple killed, three daughters injured in Pak shelling",police,1,Karmara village,Karmara village,Jammu and Kashmir State,Poonch District,33.708093,74.056121,POINT (74.056121 33.708093),178349,India,750,Asia,1,1,07/08/2017 00:00:00,07/08/2017 00:00:00,0,0,2,0,2,2,2,
239340,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,2,"""The Telegraph,2017-07-09,Soldier, wife die in border shelling"";""ICG,2017-09-01,CrisisWatch July 2017""",The Telegraph;ICG,2017-07-09;2017-09-01,"Soldier, wife die in border shelling;CrisisWatch July 2017","Indian officials, Mohammad Faisal, director-general in charge of relations with South Asia at Pakistan's foreign office",5,LoC Poonch district,Line of Control in Poonch,Azad Jammu & Kashmir,Poonch District,33.770000,73.990000,POINT (73.990000 33.770000),178348,Pakistan,770,Asia,1,1,07/08/2017 00:00:00,07/08/2017 00:00:00,0,0,5,0,5,5,5,
239350,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2017-07-15,Army jawan killed in Pak firing near LoC""",Press Trust of India,2017-07-15,Army jawan killed in Pak firing near LoC,defence spokesman,5,"LoC, Rajouri District",Rajouri sector of Line of Control (LoC),Jammu and Kashmir State,Rajouri District,33.393213,74.189935,POINT (74.189935 33.393213),177629,India,750,Asia,1,1,07/15/2017 00:00:00,07/15/2017 00:00:00,1,0,0,0,1,1,1,
239351,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2017-07-17,Pak violates ceasefire; jawan, girl killed""",Press Trust of India,2017-07-17,"Pak violates ceasefire; jawan, girl killed",defence spokesman,5,"LoC, Rajouri District","Baroti, Rajouri",Jammu and Kashmir State,Rajouri District,33.393213,74.189935,POINT (74.189935 33.393213),177629,India,750,Asia,1,1,07/17/2017 00:00:00,07/17/2017 00:00:00,0,0,1,0,1,1,1,
239352,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2017-07-17,Pak violates ceasefire; jawan, girl killed""",Press Trust of India,2017-07-17,"Pak violates ceasefire; jawan, girl killed",defence spokesman,5,LoC,Indian Army posts in Rajouri sector and Poonch district,Jammu and Kashmir State,,32.565000,74.676000,POINT (74.676000 32.565000),176910,India,750,Asia,1,1,07/17/2017 00:00:00,07/17/2017 00:00:00,1,0,0,0,1,1,1,
239356,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2017-07-18,Soldier killed in ceasefire violation along LoC""",Press Trust of India,2017-07-18,Soldier killed in ceasefire violation along LoC,officials,5,"LoC, by Nawgam village",LoC in Naugam sector,Jammu and Kashmir State,Kupwara District,34.267783,73.990241,POINT (73.990241 34.267783),179068,India,750,Asia,1,1,07/18/2017 00:00:00,07/18/2017 00:00:00,1,0,0,0,1,1,1,
239357,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2017-07-18,Two Army men killed in Pak shelling; Indian troops kill""",Press Trust of India,2017-07-18,Two Army men killed in Pak shelling; Indian troops kill,defence spokesman,5,"LoC, Nowshera Sector",Naushera sector in Rajouri,Jammu and Kashmir State,Rajouri District,33.063846,74.215085,POINT (74.215085 33.063846),177629,India,750,Asia,1,1,07/18/2017 00:00:00,07/18/2017 00:00:00,1,0,0,0,1,1,1,
239358,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,2,"""Press Trust of India,2017-07-21,Army jawan killed in ceasefire violation by Pak Army"";""ICG,2017-08-01,CrisisWatch August 2017 - Kashmir""",Press Trust of India;ICG,2017-07-21;2017-08-01,Army jawan killed in ceasefire violation by Pak Army;CrisisWatch August 2017 - Kashmir,defence spokesman,5,"LoC, Rajouri District",LoC Sunderbani sector,Jammu and Kashmir State,Rajouri District,33.393213,74.189935,POINT (74.189935 33.393213),177629,India,750,Asia,1,1,07/21/2017 00:00:00,07/21/2017 00:00:00,1,0,0,0,1,3,1,
239438,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2017-07-18,Pak says two of its citizens killed in ceasefire violation""",Press Trust of India,2017-07-18,Pak says two of its citizens killed in ceasefire violation,Foreign Office spokesman,2,Samahni village,Samahni sector,Azad Jammu & Kashmir,Bhimber District,33.090324,74.138110,POINT (74.138110 33.090324),177629,Pakistan,770,Asia,1,1,07/18/2017 00:00:00,07/18/2017 00:00:00,0,0,2,0,2,2,2,
245122,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2017-08-08,Army jawan killed in Pak firing in Poonch""",Press Trust of India,2017-08-08,Army jawan killed in Pak firing in Poonch,Army sources,3,Poonch District,"Mankote-Balnoie sector, Poonch district",Jammu and Kashmir State,Poonch District,33.770000,74.100000,POINT (74.100000 33.770000),178349,India,750,Asia,1,1,08/08/2017 00:00:00,08/08/2017 00:00:00,1,0,0,0,1,1,1,
245145,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2017-08-12,Army jawan, woman killed in Pak firing along LoC in Poonch""",Press Trust of India,2017-08-12,"Army jawan, woman killed in Pak firing along LoC in Poonch",Defence spokesperson,2,Poonch Sector,Poonch sector,Jammu and Kashmir State,Poonch District,33.774468,74.094086,POINT (74.094086 33.774468),178349,India,750,Asia,1,1,08/12/2017 00:00:00,08/12/2017 00:00:00,1,0,0,0,1,1,1,
245146,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2017-08-12,Army jawan, woman killed in Pak firing along LoC in Poonch""",Press Trust of India,2017-08-12,"Army jawan, woman killed in Pak firing along LoC in Poonch",Defence spokesperson,2,Poonch Sector,"Gohlad Kalran village, Poonch sector",Jammu and Kashmir State,Poonch District,33.774468,74.094086,POINT (74.094086 33.774468),178349,India,750,Asia,1,1,08/12/2017 00:00:00,08/12/2017 00:00:00,0,0,1,0,1,1,1,
245201,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2017-09-01,BSF jawan killed in Pak sniper fire from across LoC in Poonch""",Press Trust of India,2017-09-01,BSF jawan killed in Pak sniper fire from across LoC in Poonch,BSF officer,3,Poonch District,Poonch distric,Jammu and Kashmir State,Poonch District,33.770000,74.100000,POINT (74.100000 33.770000),178349,India,750,Asia,1,1,09/01/2017 00:00:00,09/01/2017 00:00:00,1,0,0,0,1,1,1,
245214,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2017-09-04,Terrorist killed as BSF foils infiltration bid along IB""",Press Trust of India,2017-09-04,Terrorist killed as BSF foils infiltration bid along IB,Officer,2,Arnia town,Arnia belt,Jammu and Kashmir State,Jammu District,32.520378,74.798998,POINT (74.798998 32.520378),176910,India,750,Asia,1,1,09/04/2017 00:00:00,09/04/2017 00:00:00,0,0,0,1,1,1,1,
245271,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2017-09-15,2 Pak soldiers killed in BSF retaliatory fire on J&K border""",Press Trust of India,2017-09-15,2 Pak soldiers killed in BSF retaliatory fire on J&K border,BSF,5,IB in Sialkot District,across Jammu IB,Punjab Province,Sialkot District,32.608400,74.639548,POINT (74.639548 32.608400),176910,Pakistan,770,Asia,1,1,09/15/2017 00:00:00,09/15/2017 00:00:00,0,2,0,0,2,2,2,
245286,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2017-09-15,BSF jawan killed in ceasefire violation by Pak troops""",Press Trust of India,2017-09-15,BSF jawan killed in ceasefire violation by Pak troops,BSF,2,Arnia town,Arnia sector,Jammu and Kashmir State,Jammu District,32.520378,74.798998,POINT (74.798998 32.520378),176910,India,750,Asia,1,1,09/15/2017 00:00:00,09/15/2017 00:00:00,1,0,0,0,1,1,1,
245383,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,,,,,Defence spokesperson,5,LoC Poonch district,Line of Control (LoC) in Jammu and Kashmir's Poonch district,Jammu and Kashmir State,Poonch District,33.750000,74.010000,POINT (74.010000 33.750000),178349,India,750,Asia,1,1,10/03/2017 00:00:00,10/03/2017 00:00:00,1,0,0,0,1,1,1,
245399,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,2,"""Press Trust of India,2017-10-12,Jawan, porter killed, 6 injured as Pak targets LoC posts in"";""Press Trust of India,2017-10-12,Army jawan, porter killed in ceasefire violation by Pak Army""",Press Trust of India;Press Trust of India,2017-10-12;2017-10-12,"Jawan, porter killed, 6 injured as Pak targets LoC posts in;Army jawan, porter killed in ceasefire violation by Pak Army",Defence spokesperson,2,Krishna Ghati sector,Krishnagati Sector along Line of Control in Jammu and Kashmir's Poonch district,Jammu and Kashmir State,Poonch District,33.705260,74.060559,POINT (74.060559 33.705260),178349,India,750,Asia,1,1,10/12/2017 00:00:00,10/12/2017 00:00:00,1,0,1,0,2,2,2,
